geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
32186,-19.84186,-44.02098,contagem,MG
17890,-21.51208,-51.43548,junqueiropolis,SP
36800,-20.71649,-42.03587,carangola,MG
32671,-19.94344,-44.18509,betim,MG
13450,-22.75432,-47.42539,santa bárbara d'oeste,SP
3111,-23.55684,-46.60611,sao paulo,SP
17047,-22.35554,-49.03904,bauru,SP
7500,-23.30703,-46.22137,santa isabel,SP
9941,-23.67505,-46.60496,diadema,SP
76803,-8.74534,-63.89653,porto velho,RO
6528,-23.40549,-46.9025,santana de parnaíba,SP
38401,-18.89743,-48.3011,uberlandia,MG
75690,-17.72856,-48.62734,caldas novas,GO
12570,-22.95804,-46.53387,aparecida,SP
11462,-23.95273,-46.28505,guarujá,SP
36880,-21.133,-42.36134,muriae,MG
14706,-20.94473,-48.50084,bebedouro,SP
99980,-28.38784,-51.84689,david canabarro,RS
12800,-22.53572,-44.76674,queluz,SP
39260,-17.59318,-44.73962,varzea da palma,MG
17290,-22.52192,-48.71817,macatuba,SP
7122,-23.44489,-46.51511,guarulhos,SP
13454,-22.74054,-47.36857,santa barbara d'oeste,SP
11461,-23.94931,-46.29068,guaruja,SP
6315,-23.5252,-46.83879,carapicuíba,SP
3544,-23.53234,-46.50984,sao paulo,SP
43700,-12.77962,-38.38352,simoes filho,BA
35290,-18.77993,-40.98219,mantena,MG
65061,-2.53363,-44.25066,sao luis,MA
76390,-14.96574,-48.92871,barro alto,GO
80240,-25.44425,-49.27971,curitiba,PR
18701,-23.09716,-48.9164,avare,SP
74223,-16.70363,-49.27048,goiania,GO
26022,-22.72902,-43.46122,nova iguacu,RJ
66635,-1.35063,-48.45272,belem,PA
7252,-23.44712,-46.40002,guarulhos,SP
19911,-22.97323,-49.87074,ourinhos,SP
89460,-26.18758,-50.38794,canoinhas,SC
2616,-23.46923,-46.65567,sao paulo,SP
29070,-20.26112,-40.29829,vitória,ES
50070,-8.06039,-34.88864,recife,PE
95076,-29.18264,-51.14619,caxias do sul,RS
15770,-20.23407,-50.88719,tres fronteiras,SP
3618,-23.51419,-46.5234,sao paulo,SP
31910,-19.86314,-43.91726,belo horizonte,MG
37466,-22.28174,-44.86776,itamonte,MG
9040,-23.66295,-46.53197,santo andre,SP
84043,-25.14794,-50.14876,ponta grossa,PR
30662,-19.98661,-44.05042,belo horizonte,MG
26525,-22.80673,-43.424,nilopolis,RJ
38447,-18.67201,-48.18753,araguari,MG
9862,-23.69924,-46.58092,sao bernardo do campo,SP
36500,-21.1224,-42.95281,uba,MG
78579,-12.23719,-56.64696,itanhanga,MT
6402,-23.50983,-46.87821,barueri,SP
5418,-23.56497,-46.68873,sao paulo,SP
13338,-23.09022,-47.18861,indaiatuba,SP
59335,-6.12277,-36.8112,florania,RN
36900,-20.25917,-42.04065,manhuacu,MG
17280,-22.34539,-48.77189,pederneiras,SP
40080,-12.98869,-38.52313,salvador,BA
9381,-23.65669,-46.46341,maua,SP
2855,-23.4568,-46.70041,sao paulo,SP
17210,-22.28225,-48.5138,jau,SP
15780,-20.14592,-50.83387,santa rita d'oeste,SP
38700,-18.58905,-46.52411,patos de minas,MG
11740,-24.23544,-46.9013,itanhaém,SP
35700,-19.44621,-44.24964,sete lagoas,MG
9790,-23.72612,-46.54361,sao bernardo do campo,SP
85892,-24.86509,-54.33704,santa helena,PR
39600,-16.84969,-42.06544,aracuai,MG
31744,-19.81718,-43.94394,belo horizonte,MG
81670,-25.49356,-49.25118,curitiba,PR
5006,-23.53605,-46.66488,são paulo,SP
4581,-23.62102,-46.68447,são paulo,SP
86605,-23.31972,-51.37687,rolandia,PR
19010,-22.11962,-51.39238,presidente prudente,SP
80040,-25.41696,-49.25364,curitiba,PR
2405,-23.49412,-46.62976,sao paulo,SP
55460,-8.60873,-35.94864,cupira,PE
15890,-20.94694,-49.16954,uchoa,SP
2040,-23.48997,-46.62074,sao paulo,SP
14026,-21.21488,-47.82235,ribeirao preto,SP
35790,-18.75573,-44.43937,curvelo,MG
8062,-23.51677,-46.47356,sao paulo,SP
5541,-23.59293,-46.74575,sao paulo,SP
14801,-21.78628,-48.19309,araraquara,SP
87400,-23.78227,-53.07074,cruzeiro do oeste,PR
8230,-23.52055,-46.45229,sao paulo,SP
1317,-23.55577,-46.63955,sao paulo,SP
1032,-23.54138,-46.63574,são paulo,SP
95032,-29.1498,-51.22209,caxias do sul,RS
8270,-23.55742,-46.46279,sao paulo,SP
30130,-19.9375,-43.93396,belo horizonte,MG
81240,-25.47408,-49.33965,curitiba,PR
16370,-21.5471,-49.85294,promissao,SP
37048,-21.56672,-45.41882,varginha,MG
85160,-25.37798,-52.1221,cantagalo,PR
98895,-28.02684,-54.54413,senador salgado filho,RS
8450,-23.5488,-46.39275,são paulo,SP
14180,-21.0261,-48.04272,pontal,SP
2468,-23.49016,-46.64895,são paulo,SP
21371,-22.85627,-43.32044,rio de janeiro,RJ
15920,-21.1754,-48.63091,vista alegre do alto,SP
15115,-20.92576,-49.4524,bady bassitt,SP
5679,-23.59912,-46.69898,são paulo,SP
44380,-12.66687,-39.10013,cruz das almas,BA
36800,-20.73743,-42.03002,carangola,MG
88309,-26.8972,-48.68381,itajai,SC
19060,-22.12349,-51.40679,presidente prudente,SP
59655,-5.02195,-37.0077,areia branca,RN
13820,-22.69871,-47.01814,jaguariuna,SP
36301,-21.12642,-44.255,sao joao del rei,MG
23064,-22.89987,-43.58674,rio de janeiro,RJ
28013,-21.76121,-41.30481,campos dos goytacazes,RJ
3576,-23.54918,-46.50612,são paulo,SP
45055,-14.85543,-40.80172,vitoria da conquista,BA
37410,-21.70662,-45.25219,três corações,MG
9850,-23.72596,-46.571,sao bernardo do campo,SP
25651,-22.52215,-43.20558,petropolis,RJ
90220,-30.01544,-51.20479,porto alegre,RS
5776,-23.63655,-46.74722,sao paulo,SP
36880,-21.12982,-42.36644,muriae,MG
20920,-22.89235,-43.23501,rio de janeiro,RJ
12230,-23.22204,-45.88541,são josé dos campos,SP
13272,-22.95297,-47.01382,valinhos,SP
81150,-25.51919,-49.29451,curitiba,PR
87502,-23.75805,-53.29207,umuarama,PR
9280,-23.64244,-46.51109,santo andre,SP
57036,-9.64634,-35.70235,maceio,AL
81150,-25.51819,-49.29894,curitiba,PR
19801,-22.67213,-50.4093,assis,SP
86400,-23.14596,-49.94216,jacarezinho,PR
58175,-6.48179,-36.16371,cuite,PB
89130,-26.8679,-49.24932,indaial,SC
25086,-22.64969,-43.25247,duque de caxias,RJ
89226,-26.24245,-48.81357,joinville,SC
74490,-16.68322,-49.40663,goiania,GO
11604,-23.7693,-45.41201,sao sebastiao,SP
9090,-23.64976,-46.53802,santo andré,SP
2467,-23.49225,-46.64686,sao paulo,SP
37903,-20.71341,-46.62774,passos,MG
84053,-25.08534,-50.18723,ponta grossa,PR
38304,-18.99029,-49.46229,ituiutaba,MG
57968,-8.85291,-35.56773,campestre,AL
37750,-21.69089,-45.91836,machado,MG
30770,-19.91117,-43.97265,belo horizonte,MG
8775,-23.50458,-46.19157,mogi das cruzes,SP
17052,-22.33374,-49.09275,bauru,SP
23946,-23.01245,-44.53362,angra dos reis,RJ
9890,-23.6977,-46.57058,são bernardo do campo,SP
81280,-25.43718,-49.35233,curitiba,PR
91150,-29.99261,-51.11636,porto alegre,RS
20760,-22.87711,-43.28498,rio de janeiro,RJ
77993,-5.3666,-48.54153,esperantina,TO
66030,-1.47627,-48.48952,belém,PA
50740,-8.03942,-34.9484,recife,PE
12225,-23.19761,-45.78495,sao jose dos campos,SP
80320,-25.45956,-49.29507,curitiba,PR
62595,-2.91559,-40.18147,cruz,CE
38380,-18.72532,-49.19436,canapolis,MG
16230,-21.59287,-50.59738,piacatu,SP
9811,-23.72903,-46.55741,sao bernardo do campo,SP
73970,-14.49684,-46.11185,mambaí,GO
55590,-8.44393,-35.01597,ipojuca,PE
15745,-20.06028,-50.59214,paranapua,SP
99835,-27.69531,-52.05413,aurea,RS
4727,-23.64453,-46.71259,sao paulo,SP
68925,-0.04862,-51.17091,santana,AP
89204,-26.29758,-48.8511,joinville,SC
24315,-22.90121,-43.0783,niteroi,RJ
30220,-19.94152,-43.91296,belo horizonte,MG
79480,-18.91241,-54.85066,rio verde de mato grosso,MS
87709,-23.07357,-52.44453,paranavaí,PR
47850,-12.08828,-45.79971,luis eduardo magalhaes,BA
8762,-23.57241,-46.22658,mogi das cruzes,SP
5875,-23.69355,-46.78226,sao paulo,SP
12316,-23.31823,-45.94337,jacarei,SP
79740,-22.31086,-53.8268,ivinhema,MS
4165,-23.62256,-46.60772,sao paulo,SP
88765,-28.16698,-48.97803,sao martinho,SC
35010,-18.86132,-41.94605,governador valadares,MG
13560,-22.006,-47.8936,sao carlos,SP
6016,-23.53162,-46.78307,osasco,SP
72220,-15.8344,-48.10888,brasilia,DF
65730,-4.86432,-44.3604,santo antonio dos lopes,MA
26600,-22.60052,-43.69622,paracambi,RJ
4301,-23.52928,-46.71705,sao paulo,SP
74645,-16.66132,-49.24518,goiania,GO
6783,-23.6308,-46.793,taboao da serra,SP
59067,-5.87267,-35.22817,natal,RN
13800,-22.44228,-46.96954,mogi mirim,SP
12330,-23.29151,-46.04103,jacareí,SP
42706,-12.90147,-38.30592,lauro de freitas,BA
59062,-5.81714,-35.22321,natal,RN
86060,-23.30861,-51.17482,londrina,PR
37018,-21.54997,-45.43708,varginha,MG
7262,-23.47842,-46.40006,guarulhos,SP
5713,-23.62914,-46.72927,sao paulo,SP
15120,-20.84732,-49.63829,neves paulista,SP
28348,-21.17904,-42.10272,comendador venancio,RJ
3208,-23.60179,-46.56333,sao paulo,SP
8615,-23.54713,-46.29965,suzano,SP
68554,-8.03167,-50.01774,redencao,PA
99030,-28.25875,-52.43558,passo fundo,RS
86701,-23.40759,-51.4452,arapongas,PR
85852,-25.5376,-54.56984,foz do iguacu,PR
15055,-20.79042,-49.36437,sao jose do rio preto,SP
19010,-22.12026,-51.38151,presidente prudente,SP
74823,-16.72416,-49.25526,goiania,GO
83050,-25.49933,-49.18236,são josé dos pinhais,PR
4619,-23.62393,-46.67472,sao paulo,SP
88106,-27.60561,-48.63452,são josé,SC
30770,-19.91116,-43.96953,belo horizonte,MG
38840,-19.00153,-46.31288,carmo do paranaiba,MG
69918,-9.95325,-67.82485,rio branco,AC
20745,-22.89868,-43.30586,rio de janeiro,RJ
85851,-25.54627,-54.58752,foz do iguacu,PR
31330,-19.87942,-43.99999,belo horizonte,MG
15330,-20.79913,-50.18756,gastao vidigal,SP
24851,-22.81861,-42.89589,itaboraí,RJ
88130,-27.6367,-48.64872,palhoca,SC
38610,-16.36771,-46.90187,unai,MG
37757,-21.77945,-45.9661,poco fundo,MG
13790,-21.70563,-46.82979,são sebastião da grama,SP
14825,-21.67994,-48.07826,santa lúcia,SP
7095,-23.46214,-46.53284,guarulhos,SP
50710,-8.04785,-34.90715,recife,PE
21235,-22.84196,-43.32821,rio de janeiro,RJ
64500,-7.0146,-42.12941,oeiras,PI
1009,-23.54535,-46.63566,sao paulo,SP
9401,-23.70658,-46.41024,ribeirão pires,SP
28021,-21.79209,-41.29898,campos dos goytacazes,RJ
32671,-19.95932,-44.1873,betim,MG
36200,-21.2211,-43.77208,barbacena,MG
88123,-27.58778,-48.71754,são josé,SC
33902,-19.78821,-44.01806,ribeirao das neves,MG
9851,-23.71534,-46.59064,são bernardo do campo,SP
35300,-19.77996,-42.14181,caratinga,MG
83880,-26.0939,-49.79244,rio negro,PR
47850,-12.10167,-45.80032,luis eduardo magalhaes,BA
11623,-23.76433,-45.7209,sao sebastiao,SP
5883,-23.67958,-46.77887,sao paulo,SP
9020,-23.6616,-46.52698,santo andré,SP
30180,-19.92222,-43.95266,belo horizonte,MG
38200,-20.03315,-48.93704,frutal,MG
45028,-14.86914,-40.81787,vitoria da conquista,BA
13478,-22.75113,-47.30669,americana,SP
4470,-23.71243,-46.65201,sao paulo,SP
12260,-23.42585,-45.63136,paraibuna,SP
95090,-29.22798,-51.15811,caxias do sul,RS
9370,-23.68105,-46.4656,maua,SP
32371,-19.935,-44.03338,contagem,MG
35438,-20.36254,-43.14524,acaiaca,MG
82810,-25.43829,-49.21705,curitiba,PR
12518,-22.78257,-45.18154,guaratinguetá,SP
11410,-23.99346,-46.25489,guaruja,SP
93150,-29.70037,-51.19466,são leopoldo,RS
54774,-8.01065,-34.99669,camaragibe,PE
78045,-15.5807,-56.09446,cuiaba,MT
12242,-23.19781,-45.89912,são josé dos campos,SP
1448,-23.58115,-46.68355,sao paulo,SP
25085,-22.79467,-43.29116,duque de caxias,RJ
33400,-19.65476,-43.87714,lagoa santa,MG
29600,-20.07792,-41.12192,afonso claudio,ES
3165,-23.55934,-46.58847,sao paulo,SP
26033,-22.71933,-43.46489,nova iguacu,RJ
1409,-23.56137,-46.65759,sao paulo,SP
15075,-20.81816,-49.3515,sao jose do rio preto,SP
13660,-21.85255,-47.50543,porto ferreira,SP
11920,-24.69711,-47.56485,iguape,SP
15400,-20.73577,-48.9099,olimpia,SP
78890,-12.54712,-55.71653,sorriso,MT
59077,-5.84027,-35.20826,natal,RN
87200,-23.65874,-52.60602,cianorte,PR
14092,-21.18055,-47.76316,ribeirão preto,SP
73850,-16.76553,-47.61242,cristalina,GO
12327,-23.29976,-45.97756,jacarei,SP
60130,-3.75833,-38.50754,fortaleza,CE
38320,-18.85423,-50.12603,santa vitoria,MG
18108,-23.50586,-47.3734,sorocaba,SP
20561,-22.92437,-43.26686,rio de janeiro,RJ
64014,-5.09499,-42.79053,teresina,PI
66040,-1.45648,-48.47609,belem,PA
37350,-22.02773,-44.32289,liberdade,MG
26587,-22.80481,-43.43202,mesquita,RJ
22620,-23.01058,-43.31803,rio de janeiro,RJ
88136,-27.63825,-48.71122,palhoça,SC
8790,-23.5269,-46.18025,mogi das cruzes,SP
2247,-23.48708,-46.6006,são paulo,SP
4346,-23.64022,-46.6472,são paulo,SP
27913,-22.38256,-41.77119,macae,RJ
79301,-18.99958,-57.6514,corumbá,MS
18150,-23.65935,-47.21803,ibiuna,SP
30510,-19.9421,-43.99551,belo horizonte,MG
28950,-22.77992,-41.91838,armacao dos buzios,RJ
13700,-21.78029,-47.07899,casa branca,SP
3659,-23.52243,-46.51341,sao paulo,SP
75860,-18.44173,-50.45165,quirinopolis,GO
32671,-19.95191,-44.18765,betim,MG
21820,-22.88398,-43.47255,rio de janeiro,RJ
40820,-12.83398,-38.47024,salvador,BA
5890,-23.66466,-46.78557,sao paulo,SP
5868,-23.66086,-46.77614,sao paulo,SP
13472,-22.72883,-47.32234,americana,SP
68385,-6.76078,-51.14608,tucumã,PA
15970,-21.46117,-48.39026,santa ernestina,SP
9111,-23.66468,-46.50335,santo andre,SP
2066,-23.50876,-46.60297,sao paulo,SP
38020,-19.7655,-47.95157,uberaba,MG
26278,-22.74983,-43.51414,nova iguacu,RJ
64255,-4.43306,-41.45248,pedro ii,PI
22040,-22.97081,-43.18875,rio de janeiro,RJ
77425,-11.73728,-49.0985,gurupi,TO
6780,-23.62178,-46.79111,taboão da serra,SP
81270,-25.4477,-49.34976,curitiba,PR
81250,-25.48678,-49.34125,curitiba,PR
38800,-19.31875,-46.04116,sao gotardo,MG
35960,-19.96141,-43.40845,santa barbara,MG
24410,-22.86151,-43.0906,sao goncalo,RJ
12607,-22.74566,-45.1125,lorena,SP
11702,-24.0167,-46.44733,praia grande,SP
13737,-21.49871,-47.00867,mococa,SP
76590,-12.99302,-50.21786,sao miguel do araguaia,GO
4362,-23.6459,-46.66858,sao paulo,SP
32110,-19.87849,-44.01836,contagem,MG
3063,-23.53558,-46.58469,sao paulo,SP
89950,-26.24982,-53.64362,dionisio cerqueira,SC
2955,-23.46713,-46.72097,sao paulo,SP
17512,-22.14541,-49.96536,marilia,SP
35901,-19.65075,-43.23587,itabira,MG
23075,-22.87663,-43.56955,rio de janeiro,RJ
38400,-18.90879,-48.27744,uberlandia,MG
99700,-27.63246,-52.26992,erechim,RS
22081,-22.98652,-43.19212,rio de janeiro,RJ
89221,-26.29093,-48.84065,joinville,SC
71692,-15.89805,-47.78024,brasilia,DF
79390,-20.54886,-56.68299,bodoquena,MS
7051,-23.47358,-46.55521,guarulhos,SP
81710,-25.49609,-49.26217,curitiba,PR
26535,-22.79845,-43.4068,nilopolis,RJ
11740,-24.17583,-46.78563,itanhaem,SP
87047,-23.42004,-51.89816,maringa,PR
83703,-25.5845,-49.41068,araucaria,PR
85835,-24.46333,-53.42245,jesuitas,PR
78360,-13.66285,-57.89975,campo novo do parecis,MT
30664,-20.01013,-44.0362,belo horizonte,MG
69919,-9.9596,-67.84652,rio branco,AC
54100,-8.11742,-35.01959,jaboatao dos guararapes,PE
4752,-23.65235,-46.7094,sao paulo,SP
82810,-25.43278,-49.20598,curitiba,PR
7012,-23.47196,-46.52855,guarulhos,SP
9361,-23.69224,-46.46158,maua,SP
87780,-23.28832,-52.60434,paraiso do norte,PR
37480,-21.96547,-45.34523,lambari,MG
3270,-23.60115,-46.52008,são paulo,SP
33944,-19.80931,-44.03065,ribeirão das neves,MG
80610,-25.46854,-49.29265,curitiba,PR
39508,-15.34469,-43.66805,jaíba,MG
99660,-27.7189,-52.61722,campinas do sul,RS
15775,-20.20908,-50.93142,santa fe do sul,SP
8295,-23.54972,-46.4568,sao paulo,SP
46140,-13.636,-41.83791,livramento de nossa senhora,BA
18407,-23.98996,-48.88902,itapeva,SP
6900,-23.83394,-46.81649,embu-guacu,SP
49010,-10.91387,-37.05374,aracaju,SE
8615,-23.54566,-46.29381,suzano,SP
88509,-27.81626,-50.30017,lages,SC
14610,-20.44908,-48.01692,ipua,SP
48730,-11.5682,-39.27288,conceicao do coite,BA
37360,-21.91663,-44.25596,arantina,MG
7241,-23.44344,-46.43225,guarulhos,SP
35335,-19.53279,-42.01314,sao domingos das dores,MG
74885,-16.75496,-49.37682,goiania,GO
28940,-22.8488,-42.09973,sao pedro da aldeia,RJ
11740,-24.16526,-46.76605,itanhaem,SP
35540,-20.69411,-44.83011,oliveira,MG
28085,-21.73307,-41.31151,campos dos goytacazes,RJ
18195,-23.47227,-47.73682,capela do alto,SP
59082,-5.86653,-35.18637,natal,RN
13025,-22.90272,-47.04884,campinas,SP
37660,-22.55078,-45.76731,paraisopolis,MG
2726,-23.49858,-46.68727,sao paulo,SP
41815,-12.99296,-38.47434,salvador,BA
27521,-22.47329,-44.46744,resende,RJ
15015,-20.81198,-49.37747,são josé do rio preto,SP
87050,-23.42343,-51.92495,maringa,PR
37540,-22.2423,-45.70895,santa rita do sapucai,MG
17590,-21.79879,-50.23808,queiroz,SP
85580,-25.95883,-52.81568,itapejara d'oeste,PR
40040,-12.9806,-38.51086,salvador,BA
35680,-20.06605,-44.55923,itauna,MG
49200,-11.22985,-37.42257,estancia,SE
13470,-22.7038,-47.36908,americana,SP
69307,2.85331,-60.6553,boa vista,RR
36021,-21.77683,-43.34042,juiz de fora,MG
58401,-7.20475,-35.8814,campina grande,PB
26535,-22.79434,-43.41323,nilopolis,RJ
36660,-21.87261,-42.68836,alem paraiba,MG
11015,-23.95705,-46.31798,santos,SP
38400,-18.89057,-48.26799,uberlandia,MG
87270,-23.80342,-52.26262,engenheiro beltrao,PR
57045,-9.61929,-35.71412,maceio,AL
17800,-21.69587,-51.09032,adamantina,SP
36030,-21.78628,-43.3421,juiz de fora,MG
58780,-7.30768,-38.149,itaporanga,PB
1402,-23.57114,-46.6525,sao paulo,SP
31560,-19.84388,-43.97399,belo horizonte,MG
18200,-23.59458,-48.04514,itapetininga,SP
18265,-23.24574,-48.19545,torre de pedra,SP
41310,-12.89246,-38.43971,salvador,BA
4535,-23.59155,-46.67558,sao paulo,SP
98700,-28.38588,-53.91819,ijui,RS
6865,-23.75466,-46.78869,itapecerica da serra,SP
26210,-22.75967,-43.45147,nova iguaçu,RJ
5331,-23.54472,-46.75025,sao paulo,SP
71615,-15.85185,-47.90825,brasilia,DF
3757,-23.50501,-46.49922,sao paulo,SP
37704,-21.77973,-46.63304,pocos de caldas,MG
96400,-31.33323,-54.10587,bagé,RS
60850,-3.77495,-38.51391,fortaleza,CE
8676,-23.55332,-46.30389,suzano,SP
85410,-24.53128,-53.25928,nova aurora,PR
19780,-22.24261,-50.69858,quata,SP
8615,-23.54737,-46.30311,suzano,SP
5656,-23.61172,-46.71838,sao paulo,SP
81200,-25.43835,-49.33827,curitiba,PR
89237,-26.29426,-48.90104,joinville,SC
77500,-10.68854,-48.40436,porto nacional,TO
21043,-22.83044,-43.39993,rio de janeiro,RJ
4431,-23.68826,-46.65408,sao paulo,SP
78280,-15.6695,-58.0821,mirassol d'oeste,MT
72260,-15.8033,-48.13375,brasilia,DF
57420,-9.67192,-37.12958,batalha,AL
21051,-22.87426,-43.26528,rio de janeiro,RJ
38730,-18.84606,-46.79688,guimarania,MG
29177,-20.12267,-40.3184,serra,ES
38051,-19.76431,-47.98888,uberaba,MG
17120,-22.46912,-48.9876,agudos,SP
4083,-23.61903,-46.65444,sao paulo,SP
87053,-23.45054,-51.91918,maringa,PR
8465,-23.5639,-46.40684,sao paulo,SP
20211,-22.91119,-43.19335,rio de janeiro,RJ
28460,-21.40468,-42.18634,miracema,RJ
12236,-23.24812,-45.89729,sao jose dos campos,SP
13848,-22.3504,-46.91817,mogi-guacu,SP
35162,-19.45224,-42.55987,ipatinga,MG
65302,-3.65771,-45.37005,santa ines,MA
20765,-22.86535,-43.29252,rio de janeiro,RJ
8041,-23.50961,-46.44344,sao paulo,SP
45205,-13.86894,-40.06484,jequie,BA
79240,-21.48456,-56.14031,jardim,MS
13456,-22.75563,-47.3684,santa bárbara d'oeste,SP
89683,-26.87669,-52.02574,ponte serrada,SC
62030,-3.68058,-40.3589,sobral,CE
4918,-23.69086,-46.74185,sao paulo,SP
8571,-23.48801,-46.34385,itaquaquecetuba,SP
11662,-23.62506,-45.38602,caraguatatuba,SP
7080,-23.44946,-46.54595,guarulhos,SP
5101,-23.50763,-46.72298,sao paulo,SP
84036,-25.12895,-50.13473,ponta grossa,PR
36546,-20.99058,-43.00413,divinesia,MG
21341,-22.8771,-43.34927,rio de janeiro,RJ
98780,-29.61988,-50.76518,santa rosa,RS
55012,-8.27044,-35.96665,caruaru,PE
35740,-19.7806,-44.32232,esmeraldas,MG
4180,-23.63642,-46.59656,sao paulo,SP
4321,-23.64518,-46.64276,sao paulo,SP
9410,-23.72002,-46.42327,ribeirao pires,SP
95680,-29.35778,-50.80553,canela,RS
20735,-22.90215,-43.28697,rio de janeiro,RJ
48108,-12.21399,-38.20246,aracas,BA
31230,-19.78713,-43.97813,belo horizonte,MG
35170,-19.48551,-42.63054,coronel fabriciano,MG
9112,-23.66636,-46.49216,santo andre,SP
68543,-7.56544,-49.70026,floresta do araguaia,PA
89900,-26.72912,-53.51848,sao miguel do oeste,SC
39735,-18.79537,-42.60819,divinolandia de minas,MG
96330,-32.23672,-53.07771,arroio grande,RS
42806,-12.70604,-38.3274,camacari,BA
35774,-19.28197,-44.4067,paraopeba,MG
6266,-23.49295,-46.7864,osasco,SP
34000,-20.1674,-43.95455,nova lima,MG
66093,-1.43356,-48.46126,belem,PA
18190,-23.508,-47.57024,aracoiaba da serra,SP
1208,-23.53868,-46.63773,sao paulo,SP
20720,-22.90356,-43.29671,rio de janeiro,RJ
58701,-7.03624,-37.28486,patos,PB
17202,-22.30346,-48.55484,jau,SP
35970,-19.93984,-43.48239,barao de cocais,MG
3618,-23.5162,-46.52086,sao paulo,SP
15910,-21.25264,-48.50799,monte alto,SP
18870,-23.38911,-49.5119,fartura,SP
35450,-20.26034,-43.79414,itabirito,MG
83321,-25.44904,-49.18186,pinhais,PR
88106,-27.59903,-48.64421,sao jose,SC
63520,-6.25202,-38.91619,oros,CE
79060,-20.50182,-54.60052,campo grande,MS
13636,-21.9952,-47.41427,pirassununga,SP
4311,-23.63243,-46.63306,sao paulo,SP
18035,-23.50507,-47.45432,sorocaba,SP
13473,-22.72892,-47.30134,americana,SP
21330,-22.88384,-43.36502,rio de janeiro,RJ
88701,-28.48307,-49.00703,tubarao,SC
35162,-19.44632,-42.56197,ipatinga,MG
4571,-23.61202,-46.69547,são paulo,SP
13220,-23.2068,-46.8494,varzea paulista,SP
81900,-25.54487,-49.27863,curitiba,PR
5856,-23.65415,-46.78484,sao paulo,SP
97670,-28.62958,-56.0397,sao borja,RS
13414,-22.68852,-47.63881,piracicaba,SP
57035,-9.65577,-35.70295,maceio,AL
44053,-12.22257,-38.95677,feira de santana,BA
95560,-29.33922,-49.72585,torres,RS
80320,-25.4606,-49.2926,curitiba,PR
59078,-5.8414,-35.2042,natal,RN
23055,-22.90911,-43.57502,rio de janeiro,RJ
18440,-23.86931,-49.13751,itabera,SP
3186,-23.56642,-46.58123,sao paulo,SP
9831,-23.79468,-46.54736,são bernardo do campo,SP
68925,-0.03965,-51.17244,santana,AP
98910,-27.78252,-54.22069,tres de maio,RS
76900,-10.88493,-61.95617,ji-parana,RO
96010,-31.77826,-52.34877,pelotas,RS
21221,-22.84179,-43.31112,rio de janeiro,RJ
95703,-29.1629,-51.49252,bento goncalves,RS
88180,-27.51454,-48.75521,antonio carlos,SC
3225,-23.58278,-46.55574,sao paulo,SP
9910,-23.69247,-46.63122,diadema,SP
13339,-23.09255,-47.20384,indaiatuba,SP
23097,-22.84704,-43.54736,rio de janeiro,RJ
53110,-8.02573,-34.86572,olinda,PE
48604,-9.39592,-38.24549,paulo afonso,BA
7252,-23.42396,-46.41486,guarulhos,SP
88065,-27.67744,-48.5047,florianopolis,SC
76980,-12.74326,-60.13776,vilhena,RO
11700,-24.00668,-46.40619,praia grande,SP
9950,-23.674,-46.58377,diadema,SP
35352,-20.08178,-42.34352,bicuiba,MG
18078,-23.44804,-47.4845,sorocaba,SP
71961,-15.85542,-48.03148,brasilia,DF
76420,-14.45766,-48.43038,niquelandia,GO
87703,-23.074,-52.45967,paranavai,PR
85067,-25.37999,-51.45032,guarapuava,PR
31555,-19.84586,-43.97744,belo horizonte,MG
83065,-25.50968,-49.13931,sao jose dos pinhais,PR
31255,-19.86685,-43.94621,belo horizonte,MG
19360,-21.98127,-51.66198,santo anastacio,SP
36301,-21.12448,-44.24705,sao joao del rei,MG
17250,-22.07281,-48.73656,bariri,SP
28460,-21.33414,-42.137,miracema,RJ
75133,-16.38412,-48.96122,anapolis,GO
73330,-15.61857,-47.65641,brasilia,DF
5170,-23.48479,-46.7472,sao paulo,SP
83508,-25.36692,-49.29757,almirante tamandare,PR
21765,-22.88605,-43.43168,rio de janeiro,RJ
89249,-26.13338,-48.59926,itapoa,SC
39600,-16.85113,-42.06441,aracuai,MG
6703,-23.59898,-46.91493,cotia,SP
68537,-6.54996,-49.84653,canaã dos carajás,PA
98700,-28.38616,-53.91077,ijui,RS
12515,-22.80025,-45.20165,guaratingueta,SP
38690,-14.94762,-46.23588,formoso,MG
13023,-22.89481,-47.06207,campinas,SP
84635,-26.04458,-50.8386,paulo frontin,PR
88805,-28.7008,-49.40656,criciuma,SC
11677,-23.57792,-45.32343,caraguatatuba,SP
39990,-15.74632,-41.4595,aguas vermelhas,MG
8820,-23.50606,-46.1451,mogi das cruzes,SP
21760,-22.88752,-43.41671,rio de janeiro,RJ
45051,-14.85398,-40.8493,vitoria da conquista,BA
77410,-11.73682,-49.07773,gurupi,TO
30750,-19.90097,-43.97806,belo horizonte,MG
58070,-7.15283,-34.87412,joao pessoa,PB
32145,-19.87458,-44.04768,contagem,MG
3547,-23.53668,-46.51085,sao paulo,SP
8041,-23.5173,-46.44074,são paulo,SP
72260,-15.80518,-48.13712,brasilia,DF
35570,-20.46419,-45.42554,formiga,MG
94810,-30.01192,-51.08317,alvorada,RS
88240,-27.26696,-48.86,sao joao batista,SC
